File '/magma/targets/sqlite3_18_1/work/sqlite3.c':
Name                                                     Regions    Miss   Cover     Lines    Miss   Cover  Branches    Miss   Cover
sqlite3_str_appendall                                          1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_str_finish                                             6       6   0.00%        10      10   0.00%         4       4   0.00%
sqlite3_str_errcode                                            4       4   0.00%         3       3   0.00%         2       2   0.00%
sqlite3_str_length                                             4       4   0.00%         3       3   0.00%         2       2   0.00%
sqlite3_str_value                                              6       6   0.00%         5       5   0.00%         4       4   0.00%
sqlite3_str_reset                                              5       0 100.00%         9       0 100.00%         2       0 100.00%
sqlite3_str_new                                                8       8   0.00%        10      10   0.00%         4       4   0.00%
sqlite3_vmprintf                                               4       1  75.00%        12       0 100.00%         2       1  50.00%
sqlite3_mprintf                                                4       1  75.00%        11       0 100.00%         2       1  50.00%
sqlite3_vsnprintf                                              4       1  75.00%         8       0 100.00%         2       1  50.00%
sqlite3_snprintf                                               1       0 100.00%         8       0 100.00%         0       0   0.00%
sqlite3_log                                                    4       1  75.00%         8       4  50.00%         2       1  50.00%
sqlite3_str_appendf                                            1       0 100.00%         6       0 100.00%         0       0   0.00%
sqlite3_randomness                                            55       6  89.09%        54       6  88.89%        18       5  72.22%
sqlite3_stricmp                                               10       1  90.00%         8       2  75.00%         6       1  83.33%
sqlite3_strnicmp                                              23       5  78.26%        12       3  75.00%        14       4  71.43%
unixFileMutexHeld                                              2       2   0.00%         4       4   0.00%         0       0   0.00%
unixFileMutexNotheld                                           2       2   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_os_init                                               18       0 100.00%        45       0 100.00%         2       0 100.00%
sqlite3_os_end                                                 2       2   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_serialize                                             49      49   0.00%        65      65   0.00%        32      32   0.00%
sqlite3_deserialize                                           34      34   0.00%        53      53   0.00%        18      18   0.00%
print_pager_state                                             77      77   0.00%        38      38   0.00%        38      38   0.00%
sqlite3_database_file_object                                   9       9   0.00%         8       8   0.00%         8       8   0.00%
sqlite3_enable_shared_cache                                    3       3   0.00%         4       4   0.00%         0       0   0.00%
corruptPageError                                               5       5   0.00%        13      13   0.00%         2       2   0.00%
sqlite3_backup_init                                           19      19   0.00%        36      36   0.00%        14      14   0.00%
sqlite3_backup_step                                          174      70  59.77%       171      80  53.22%       102      65  36.27%
sqlite3_backup_finish                                         25      12  52.00%        36      17  52.78%        16       9  43.75%
sqlite3_backup_remaining                                       1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_backup_pagecount                                       1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_expired                                                3       3   0.00%         4       4   0.00%         4       4   0.00%
sqlite3_finalize                                              13       3  76.92%        16       0 100.00%         6       2  66.67%
sqlite3_reset                                                 10      10   0.00%        17      17   0.00%         4       4   0.00%
sqlite3_clear_bindings                                         9       9   0.00%        19      19   0.00%         4       4   0.00%
sqlite3_value_blob                                            20       4  80.00%        13       3  76.92%         8       3  62.50%
sqlite3_value_bytes                                            2       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_value_bytes16                                          2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_value_double                                           1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_value_int                                              1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_value_int64                                            1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_value_subtype                                          5       5   0.00%         4       4   0.00%         2       2   0.00%
sqlite3_value_pointer                                         16      16   0.00%        13      13   0.00%         8       8   0.00%
sqlite3_value_text                                             2       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_value_text16                                           2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_value_text16be                                         2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_value_text16le                                         2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_value_type                                            88       0 100.00%        84       0 100.00%         8       0 100.00%
sqlite3_value_nochange                                         5       5   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_value_frombind                                         2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_value_dup                                             19       3  84.21%        19       3  84.21%         8       4  50.00%
sqlite3_value_free                                             1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_result_blob                                            3       0 100.00%         5       0 100.00%         0       0   0.00%
sqlite3_result_blob64                                          6       6   0.00%         9       9   0.00%         2       2   0.00%
sqlite3_result_double                                          2       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_result_error                                           5       0 100.00%         5       0 100.00%         0       0   0.00%
sqlite3_result_error16                                         5       5   0.00%         5       5   0.00%         0       0   0.00%
sqlite3_result_int                                             2       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_result_int64                                           2       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_result_null                                            2       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_result_pointer                                         3       3   0.00%         7       7   0.00%         0       0   0.00%
sqlite3_result_subtype                                         3       3   0.00%         6       6   0.00%         0       0   0.00%
sqlite3_result_text                                            3       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_result_text64                                         10       3  70.00%        10       1  90.00%         4       2  50.00%
sqlite3_result_text16                                          3       3   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_result_text16be                                        3       3   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_result_text16le                                        3       3   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_result_value                                           2       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_result_zeroblob                                        2       2   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_result_zeroblob64                                      8       0 100.00%         9       0 100.00%         2       0 100.00%
sqlite3_result_error_code                                     11       1  90.91%        10       0 100.00%         6       3  50.00%
sqlite3_result_error_toobig                                    5       0 100.00%         6       0 100.00%         0       0   0.00%
sqlite3_result_error_nomem                                     3       3   0.00%         6       6   0.00%         0       0   0.00%
sqlite3_step                                                  24      15  37.50%        34      20  41.18%        12      10  16.67%
sqlite3_user_data                                              2       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_context_db_handle                                      2       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_vtab_nochange                                          2       2   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_aggregate_context                                      7       0 100.00%        10       0 100.00%         2       0 100.00%
sqlite3_get_auxdata                                           13      13   0.00%        12      12   0.00%         8       8   0.00%
sqlite3_set_auxdata                                           26      26   0.00%        30      30   0.00%        18      18   0.00%
sqlite3_aggregate_count                                        2       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_column_count                                           4       1  75.00%         4       0 100.00%         2       1  50.00%
sqlite3_data_count                                             6       6   0.00%         5       5   0.00%         4       4   0.00%
sqlite3_column_blob                                            1       1   0.00%         6       6   0.00%         0       0   0.00%
sqlite3_column_bytes                                           1       1   0.00%         5       5   0.00%         0       0   0.00%
sqlite3_column_bytes16                                         1       1   0.00%         5       5   0.00%         0       0   0.00%
sqlite3_column_double                                          1       1   0.00%         5       5   0.00%         0       0   0.00%
sqlite3_column_int                                             1       1   0.00%         5       5   0.00%         0       0   0.00%
sqlite3_column_int64                                           1       1   0.00%         5       5   0.00%         0       0   0.00%
sqlite3_column_text                                            1       0 100.00%         5       0 100.00%         0       0   0.00%
sqlite3_column_value                                           6       0 100.00%         9       0 100.00%         2       0 100.00%
sqlite3_column_text16                                          1       1   0.00%         5       5   0.00%         0       0   0.00%
sqlite3_column_type                                            1       0 100.00%         5       0 100.00%         0       0   0.00%
sqlite3_column_name                                            2       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_column_name16                                          2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_column_decltype                                        2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_column_decltype16                                      2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_bind_blob                                              1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_bind_blob64                                            2       2   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_bind_double                                            4       4   0.00%        10      10   0.00%         2       2   0.00%
sqlite3_bind_int                                               1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_bind_int64                                             4       4   0.00%        10      10   0.00%         2       2   0.00%
sqlite3_bind_null                                              4       4   0.00%         9       9   0.00%         2       2   0.00%
sqlite3_bind_pointer                                           7       7   0.00%        12      12   0.00%         4       4   0.00%
sqlite3_bind_text                                              2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_bind_text64                                            6       6   0.00%         5       5   0.00%         2       2   0.00%
sqlite3_bind_text16                                            2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_bind_value                                            17      17   0.00%        31      31   0.00%        12      12   0.00%
sqlite3_bind_zeroblob                                          4       4   0.00%        10      10   0.00%         2       2   0.00%
sqlite3_bind_zeroblob64                                        8       8   0.00%        14      14   0.00%         2       2   0.00%
sqlite3_bind_parameter_count                                   4       4   0.00%         4       4   0.00%         2       2   0.00%
sqlite3_bind_parameter_name                                    4       4   0.00%         5       5   0.00%         2       2   0.00%
sqlite3_bind_parameter_index                                   1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_transfer_bindings                                     11      11   0.00%        16      16   0.00%         6       6   0.00%
sqlite3_db_handle                                              4       4   0.00%         3       3   0.00%         2       2   0.00%
sqlite3_stmt_readonly                                          4       4   0.00%         3       3   0.00%         2       2   0.00%
sqlite3_stmt_isexplain                                         4       4   0.00%         3       3   0.00%         2       2   0.00%
sqlite3_stmt_busy                                              7       0 100.00%         4       0 100.00%         6       1  83.33%
sqlite3_next_stmt                                              4       4   0.00%        11      11   0.00%         2       2   0.00%
sqlite3_stmt_status                                            7       7   0.00%        18      18   0.00%         4       4   0.00%
sqlite3_sql                                                    4       4   0.00%         4       4   0.00%         2       2   0.00%
sqlite3_expanded_sql                                           3       3   0.00%        12      12   0.00%         2       2   0.00%
sqlite3_value_numeric_type                                     4       0 100.00%         9       0 100.00%         2       0 100.00%
sqlite3PrintMem                                                1       1   0.00%         5       5   0.00%         0       0   0.00%
sqlite3_blob_open                                            112     112   0.00%       155     155   0.00%        68      68   0.00%
sqlite3_blob_close                                             5       5   0.00%        16      16   0.00%         2       2   0.00%
sqlite3_blob_read                                              1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_blob_write                                             1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_blob_bytes                                             6       6   0.00%         4       4   0.00%         4       4   0.00%
sqlite3_blob_reopen                                           18      18   0.00%        24      24   0.00%         8       8   0.00%
sqlite3_set_authorizer                                         4       0 100.00%         8       0 100.00%         2       1  50.00%
sqlite3_strglob                                                1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_strlike                                                1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_exec                                                  89       9  89.89%        89       8  91.01%        52       8  84.62%
sqlite3_load_extension                                         1       1   0.00%         8       8   0.00%         0       0   0.00%
sqlite3_enable_load_extension                                  9       9   0.00%        10      10   0.00%         2       2   0.00%
sqlite3_auto_extension                                        28      28   0.00%        35      35   0.00%        10      10   0.00%
sqlite3_cancel_auto_extension                                 13      13   0.00%        19      19   0.00%         4       4   0.00%
sqlite3_reset_auto_extension                                   8       8   0.00%        16      16   0.00%         2       2   0.00%
sqlite3_prepare                                                2       2   0.00%         6       6   0.00%         0       0   0.00%
sqlite3_prepare_v2                                             3       0 100.00%         7       0 100.00%         0       0   0.00%
sqlite3_prepare_v3                                             4       4   0.00%         8       8   0.00%         0       0   0.00%
sqlite3_prepare16                                              2       2   0.00%         6       6   0.00%         0       0   0.00%
sqlite3_prepare16_v2                                           3       3   0.00%         6       6   0.00%         0       0   0.00%
sqlite3_prepare16_v3                                           4       4   0.00%         8       8   0.00%         0       0   0.00%
sqlite3_get_table                                             39      39   0.00%        54      54   0.00%        24      24   0.00%
sqlite3_free_table                                            10      10   0.00%        10      10   0.00%         6       6   0.00%
sqlite3_create_module                                          1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_create_module_v2                                       1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_drop_modules                                          18      18   0.00%        14      14   0.00%        10      10   0.00%
sqlite3_declare_vtab                                          54      15  72.22%        66      15  77.27%        28      17  39.29%
sqlite3_vtab_on_conflict                                       9       9   0.00%         9       9   0.00%         0       0   0.00%
sqlite3_vtab_config                                           22      22   0.00%        35      35   0.00%        12      12   0.00%
sqlite3_vtab_collation                                        10      10   0.00%        14      14   0.00%         8       8   0.00%
sqlite3_keyword_name                                           9       9   0.00%         6       6   0.00%         4       4   0.00%
sqlite3_keyword_count                                          2       2   0.00%         1       1   0.00%         0       0   0.00%
sqlite3_keyword_check                                          2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_complete                                             124       0 100.00%       124       1  99.19%       100       0 100.00%
sqlite3_complete16                                            11      11   0.00%        19      19   0.00%         4       4   0.00%
sqlite3_libversion                                             1       1   0.00%         1       1   0.00%         0       0   0.00%
sqlite3_libversion_number                                      2       2   0.00%         1       1   0.00%         0       0   0.00%
sqlite3_threadsafe                                             1       1   0.00%         1       1   0.00%         0       0   0.00%
sqlite3_initialize                                            81       4  95.06%        80       4  95.00%        34      12  64.71%
sqlite3_shutdown                                              18      18   0.00%        24      24   0.00%         8       8   0.00%
sqlite3_config                                               102      90  11.76%       140     124  11.43%        62      35  43.55%
sqlite3_db_mutex                                               1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_db_release_memory                                      7       0 100.00%        15       0 100.00%         4       0 100.00%
sqlite3_db_cacheflush                                         25      25   0.00%        21      21   0.00%        14      14   0.00%
sqlite3_db_config                                             58       6  89.66%        68      13  80.88%        18       7  61.11%
sqlite3_last_insert_rowid                                      1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_set_last_insert_rowid                                  1       1   0.00%         5       5   0.00%         0       0   0.00%
sqlite3_changes64                                              1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_changes                                                1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_total_changes64                                        1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_total_changes                                          1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_txn_state                                             14      14   0.00%        19      19   0.00%        10      10   0.00%
sqlite3_close                                                  1       0 100.00%         1       0 100.00%         0       0   0.00%
sqlite3_close_v2                                               1       1   0.00%         1       1   0.00%         0       0   0.00%
sqlite3_busy_handler                                           2       2   0.00%         9       9   0.00%         0       0   0.00%
sqlite3_progress_handler                                       4       1  75.00%        13       4  69.23%         2       1  50.00%
sqlite3_busy_timeout                                           5       5   0.00%        10      10   0.00%         2       2   0.00%
sqlite3_interrupt                                              2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_create_function                                        1       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_create_function_v2                                     1       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3_create_window_function                                 1       1   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_create_function16                                      3       3   0.00%        12      12   0.00%         0       0   0.00%
sqlite3_overload_function                                     11       4  63.64%        12       0 100.00%         4       2  50.00%
sqlite3_trace                                                  4       4   0.00%        10      10   0.00%         2       2   0.00%
sqlite3_trace_v2                                               6       6   0.00%        10      10   0.00%         4       4   0.00%
sqlite3_profile                                                5       5   0.00%        11      11   0.00%         2       2   0.00%
sqlite3_commit_hook                                            1       1   0.00%         9       9   0.00%         0       0   0.00%
sqlite3_update_hook                                            1       1   0.00%         9       9   0.00%         0       0   0.00%
sqlite3_rollback_hook                                          1       1   0.00%         9       9   0.00%         0       0   0.00%
sqlite3_wal_autocheckpoint                                     6       0 100.00%         9       0 100.00%         2       0 100.00%
sqlite3_wal_hook                                               1       0 100.00%        10       0 100.00%         0       0   0.00%
sqlite3_wal_checkpoint_v2                                     33      33   0.00%        34      34   0.00%        16      16   0.00%
sqlite3_wal_checkpoint                                         2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_errmsg                                                20       7  65.00%        22       5  77.27%        10       4  60.00%
sqlite3_errmsg16                                              12      12   0.00%        30      30   0.00%         8       8   0.00%
sqlite3_errcode                                               13       4  69.23%         9       4  55.56%         8       4  50.00%
sqlite3_extended_errcode                                      13      13   0.00%         9       9   0.00%         8       8   0.00%
sqlite3_system_errno                                           4       4   0.00%         3       3   0.00%         2       2   0.00%
sqlite3_errstr                                                 1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_limit                                                 25       2  92.00%        28       4  85.71%         8       4  50.00%
sqlite3_open                                                   3       3   0.00%         4       4   0.00%         0       0   0.00%
sqlite3_open_v2                                                1       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3_open16                                                27      27   0.00%        26      26   0.00%        10      10   0.00%
sqlite3_create_collation                                       1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_create_collation_v2                                    2       2   0.00%         9       9   0.00%         0       0   0.00%
sqlite3_create_collation16                                     6       6   0.00%        14      14   0.00%         2       2   0.00%
sqlite3_collation_needed                                       2       2   0.00%         8       8   0.00%         0       0   0.00%
sqlite3_collation_needed16                                     2       2   0.00%         8       8   0.00%         0       0   0.00%
sqlite3_global_recover                                         2       2   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_get_autocommit                                         1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_thread_cleanup                                         1       1   0.00%         2       2   0.00%         0       0   0.00%
sqlite3_table_column_metadata                                 60      60   0.00%        72      72   0.00%        44      44   0.00%
sqlite3_sleep                                                  4       4   0.00%         8       8   0.00%         2       2   0.00%
sqlite3_extended_result_codes                                  5       5   0.00%         6       6   0.00%         2       2   0.00%
sqlite3_file_control                                          36      14  61.11%        42      14  66.67%        16      10  37.50%
sqlite3_test_control                                         103     103   0.00%       163     163   0.00%        84      84   0.00%
sqlite3_create_filename                                       11      11   0.00%        24      24   0.00%         6       6   0.00%
sqlite3_free_filename                                          4       1  75.00%         5       0 100.00%         2       1  50.00%
sqlite3_uri_parameter                                          6       2  66.67%         5       2  60.00%         4       3  25.00%
sqlite3_uri_key                                               13      13   0.00%        10      10   0.00%        10      10   0.00%
sqlite3_uri_boolean                                            4       1  75.00%         5       0 100.00%         2       1  50.00%
sqlite3_uri_int64                                              5       5   0.00%         8       8   0.00%         4       4   0.00%
sqlite3_filename_database                                      1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3_filename_journal                                       3       3   0.00%         9       9   0.00%         2       2   0.00%
sqlite3_filename_wal                                           1       1   0.00%         6       6   0.00%         0       0   0.00%
sqlite3_db_filename                                            4       4   0.00%         5       5   0.00%         2       2   0.00%
sqlite3_db_readonly                                            4       4   0.00%         5       5   0.00%         2       2   0.00%
sqlite3_compileoption_used                                    13      13   0.00%        16      16   0.00%         8       8   0.00%
sqlite3_compileoption_get                                      6       0 100.00%         9       0 100.00%         4       1  75.00%
sqlite3_rtree_geometry_callback                                6       6   0.00%        12      12   0.00%         2       2   0.00%
sqlite3_rtree_query_callback                                   6       6   0.00%        12      12   0.00%         2       2   0.00%
sqlite3_sourceid                                               2       0 100.00%         1       0 100.00%         0       0   0.00%
sqlite3.c:sqlite3LookasideUsed                                 3       1  66.67%        10       0 100.00%         2       1  50.00%
sqlite3.c:countLookasideSlots                                  3       0 100.00%         8       0 100.00%         2       0 100.00%
sqlite3.c:vfsUnlink                                           24       5  79.17%        15       3  80.00%        12       4  66.67%
sqlite3.c:sqlite3MutexInit                                    13       1  92.31%        30       2  93.33%         4       1  75.00%
sqlite3.c:sqlite3DefaultMutex                                  1       0 100.00%        15       0 100.00%         0       0   0.00%
sqlite3.c:pthreadMutexInit                                     2       0 100.00%         1       0 100.00%         0       0   0.00%
sqlite3.c:pthreadMutexEnd                                      2       2   0.00%         1       1   0.00%         0       0   0.00%
sqlite3.c:pthreadMutexAlloc                                   26       5  80.77%        52      12  76.92%        10       4  60.00%
sqlite3.c:pthreadMutexFree                                     2       0 100.00%         7       0 100.00%         0       0   0.00%
sqlite3.c:pthreadMutexEnter                                    5       1  80.00%        15       2  86.67%         2       1  50.00%
sqlite3.c:pthreadMutexTry                                     13      13   0.00%        20      20   0.00%         6       6   0.00%
sqlite3.c:pthreadMutexLeave                                    7       1  85.71%        15       2  86.67%         4       1  75.00%
sqlite3.c:pthreadMutexHeld                                     3       0 100.00%         3       0 100.00%         4       2  50.00%
sqlite3.c:pthreadMutexNotheld                                  3       1  66.67%         3       0 100.00%         4       3  25.00%
sqlite3.c:sqlite3NoopMutex                                     1       1   0.00%        14      14   0.00%         0       0   0.00%
sqlite3.c:debugMutexInit                                       2       2   0.00%         1       1   0.00%         0       0   0.00%
sqlite3.c:debugMutexEnd                                        2       2   0.00%         1       1   0.00%         0       0   0.00%
sqlite3.c:debugMutexAlloc                                      9       9   0.00%        21      21   0.00%         8       8   0.00%
sqlite3.c:debugMutexFree                                      10      10   0.00%         8       8   0.00%         4       4   0.00%
sqlite3.c:debugMutexEnter                                      2       2   0.00%         5       5   0.00%         0       0   0.00%
sqlite3.c:debugMutexTry                                        3       3   0.00%         6       6   0.00%         0       0   0.00%
sqlite3.c:debugMutexLeave                                      2       2   0.00%         6       6   0.00%         0       0   0.00%
sqlite3.c:debugMutexHeld                                       3       3   0.00%         4       4   0.00%         4       4   0.00%
sqlite3.c:debugMutexNotheld                                    3       3   0.00%         4       4   0.00%         4       4   0.00%
sqlite3.c:sqlite3MutexAlloc                                    8       1  87.50%         8       2  75.00%         2       1  50.00%
sqlite3.c:sqlite3MallocMutex                                   3       0 100.00%         3       0 100.00%         0       0   0.00%
sqlite3.c:sqlite3StatusValue                                   5       0 100.00%         8       0 100.00%         0       0   0.00%
sqlite3.c:sqlite3Malloc                                       16       3  81.25%        14       3  78.57%         6       3  50.00%
sqlite3.c:mallocWithAlarm                                     32       0 100.00%        31       0 100.00%        10       4  60.00%
sqlite3.c:sqlite3StatusHighwater                              10       0 100.00%        16       0 100.00%         2       0 100.00%
sqlite3.c:sqlite3MallocAlarm                                  10       1  90.00%         6       0 100.00%         2       1  50.00%
sqlite3.c:sqlite3StatusUp                                     11       0 100.00%        11       0 100.00%         2       0 100.00%
sqlite3.c:sqlite3StatusDown                                    6       0 100.00%         9       0 100.00%         0       0   0.00%
sqlite3.c:sqlite3MallocSize                                    3       0 100.00%         4       0 100.00%         0       0   0.00%
sqlite3.c:sqlite3DbFree                                        4       0 100.00%         4       0 100.00%         2       0 100.00%
sqlite3.c:sqlite3DbFreeNN                                     20       1  95.00%        37       3  91.89%        10       1  90.00%
sqlite3.c:measureAllocationSize                                1       1   0.00%         3       3   0.00%         0       0   0.00%
sqlite3.c:sqlite3Realloc                                      50      15  70.00%        44      13  70.45%        20       9  55.00%
sqlite3.c:getIntArg                                            4       0 100.00%         4       0 100.00%         2       0 100.00%
sqlite3.c:printfTempBuf                                       13       2  84.62%        13       2  84.62%         8       1  87.50%
sqlite3.c:setStrAccumError                                     7       0 100.00%         6       0 100.00%         4       1  75.00%
sqlite3.c:sqlite3ErrorToParser                                 6       0 100.00%         7       0 100.00%         4       0 100.00%
sqlite3.c:getDoubleArg                                         4       0 100.00%         4       0 100.00%         2       0 100.00%
sqlite3.c:et_getdigit                                          5       0 100.00%        11       0 100.00%         2       0 100.00%
sqlite3.c:getTextArg                                           4       0 100.00%         4       0 100.00%         2       0 100.00%
sqlite3.c:sqlite3DbMallocSize                                 26       0 100.00%        29       0 100.00%        14       0 100.00%
sqlite3.c:isLookaside                                          4       0 100.00%         3       0 100.00%         4       0 100.00%
sqlite3.c:sqlite3StrAccumEnlarge                              37       2  94.59%        44       4  90.91%        18       1  94.44%
sqlite3.c:sqlite3DbRealloc                                    19       0 100.00%        16       0 100.00%        12       0 100.00%
sqlite3.c:sqlite3DbMallocRawNN                                29       1  96.55%        40       2  95.00%        16       1  93.75%
sqlite3.c:dbMallocRawFinish                                    4       1  75.00%         9       0 100.00%         2       1  50.00%
sqlite3.c:dbReallocFinish                                     15       1  93.33%        25       2  92.00%         8       3  62.50%
sqlite3.c:lookasideMallocSize                                  4       0 100.00%         4       0 100.00%         2       0 100.00%
sqlite3.c:enlargeAndAppend                                     3       0 100.00%         7       0 100.00%         2       0 100.00%
sqlite3.c:sqlite3StrAccumFinish                               10       0 100.00%         9       0 100.00%         6       0 100.00%
sqlite3.c:strAccumFinishRealloc                                7       2  71.43%        13       2  84.62%         2       1  50.00%
sqlite3.c:sqlite3StrAccumInit                                  1       0 100.00%         9       0 100.00%         0       0   0.00%
sqlite3.c:renderLogMsg                                         3       3   0.00%         8       8   0.00%         0       0   0.00%
sqlite3.c:sqlite3OsRandomness                                 11       8  27.27%        10       4  60.00%         6       5  16.67%
sqlite3.c:sqlite3IsNaN                                         8       0 100.00%         5       0 100.00%         4       0 100.00%
sqlite3.c:sqlite3Strlen30                                      4       0 100.00%         4       0 100.00%         2       0 100.00%
sqlite3.c:sqlite3StrICmp                                      12       0 100.00%        19       0 100.00%         6       0 100.00%
sqlite3.c:posixIoFinderImpl                                    3       3   0.00%         4       4   0.00%         0       0   0.00%
