File '/magma/targets/libtiff_7_1/repo/libtiff/tif_dirread.c':
Name                                                   Regions    Miss   Cover     Lines    Miss   Cover  Branches    Miss   Cover
tif_dirread.c:TIFFReadDirEntryCheckedFloat                   7       1  85.71%        14       1  92.86%         2       1  50.00%
tif_dirread.c:TIFFReadDirEntryCheckedDouble                 17       3  82.35%        24       8  66.67%         8       3  62.50%
tif_dirread.c:TIFFReadDirEntryDouble                        23       0 100.00%        87       6  93.10%        32       0 100.00%
tif_dirread.c:TIFFReadDirEntryIfd8                           9       0 100.00%        22       0 100.00%        12       0 100.00%
tif_dirread.c:TIFFReadDirEntryLongArray                     87       7  91.95%       167      10  94.01%        82       8  90.24%
tif_dirread.c:TIFFReadDirEntryFloatArray                   117      13  88.89%       234      16  93.16%       114      14  87.72%
tif_dirread.c:TIFFReadDirEntryLong8Array                     1       0 100.00%         3       0 100.00%         0       0   0.00%
tif_dirread.c:TIFFReadDirEntryLong8ArrayWithLimit           84       7  91.67%       164      10  93.90%        80       8  90.00%
tif_dirread.c:TIFFReadDirEntryIfd8Array                     30       3  90.00%        59       6  89.83%        34       4  88.24%
tif_dirread.c:TIFFReadDirEntrySbyteArray                    95      80  15.79%       177     149  15.82%        90      72  20.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSbyteByte            4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSbyteShort           4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSbyteSshort          6       6   0.00%         6       6   0.00%         4       4   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSbyteLong            4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSbyteSlong           6       6   0.00%         6       6   0.00%         4       4   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSbyteLong8           4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSbyteSlong8          6       6   0.00%         6       6   0.00%         4       4   0.00%
tif_dirread.c:TIFFReadDirEntrySshortArray                   87      72  17.24%       165     138  16.36%        82      65  20.73%
tif_dirread.c:TIFFReadDirEntryCheckRangeSshortShort          4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSshortLong           4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSshortSlong          6       6   0.00%         6       6   0.00%         4       4   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSshortLong8          4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSshortSlong8         6       6   0.00%         6       6   0.00%         4       4   0.00%
tif_dirread.c:TIFFReadDirEntrySlongArray                    81      68  16.05%       159     134  15.72%        78      61  21.79%
tif_dirread.c:TIFFReadDirEntryCheckRangeSlongLong            4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSlongLong8           4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFReadDirEntryCheckRangeSlongSlong8          6       6   0.00%         6       6   0.00%         4       4   0.00%
tif_dirread.c:TIFFReadDirEntrySlong8Array                   72      61  15.28%       148     125  15.54%        72      55  23.61%
tif_dirread.c:TIFFReadDirEntryCheckRangeSlong8Long8          4       4   0.00%         6       6   0.00%         2       2   0.00%
tif_dirread.c:TIFFFetchStripThing                           21       4  80.95%        41       4  90.24%        14       4  71.43%
tif_dirread.c:TIFFFetchSubjectDistance                      32      32   0.00%        47      47   0.00%        18      18   0.00%
tif_dirread.c:ChopUpSingleUncompressedStrip                 51       2  96.08%        50       1  98.00%        28       4  85.71%
tif_dirread.c:allocChoppedUpStripArrays                     22       6  72.73%        47       9  80.85%        16       8  50.00%
tif_dirread.c:TryChopUpUncompressedBigTiff                  59       7  88.14%        73      10  86.30%        38      11  71.05%
tif_dirread.c:_TIFFGetStrileOffsetOrByteCountValue          31      17  45.16%        33      20  39.39%        24      17  29.17%
tif_dirread.c:_TIFFFetchStrileValue                         48      48   0.00%        82      82   0.00%        34      34   0.00%
tif_dirread.c:_TIFFPartialReadStripArray                    70      70   0.00%       144     144   0.00%        46      46   0.00%
tif_dirread.c:_TIFFUnsanitizedAddUInt64AndInt                1       1   0.00%         3       3   0.00%         0       0   0.00%
tif_dirread.c:_TIFFFillStrilesInternal                      24      19  20.83%        33      28  15.15%        16      15   6.25%
----------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                     3379     932  72.42%      5490    1547  71.82%      2618     800  69.44%
