File '/magma/targets/php_11_2/repo/ext/exif/exif.c':
Name                                         Regions    Miss   Cover     Lines    Miss   Cover  Branches    Miss   Cover
exif.c:exif_process_IFD_TAG                       11       0 100.00%        15       0 100.00%         4       0 100.00%
exif.c:exif_process_IFD_TAG_impl                 298       0 100.00%       228       0 100.00%       194       5  97.42%
exif.c:exif_convert_any_to_int                    33       0 100.00%        34       0 100.00%        30       0 100.00%
exif.c:php_ifd_get32s                              1       0 100.00%         3       0 100.00%         0       0   0.00%
exif.c:float_to_size_t                             9       0 100.00%         9       0 100.00%         4       0 100.00%
exif.c:php_ifd_get_float                           1       0 100.00%         5       0 100.00%         0       0   0.00%
exif.c:double_to_size_t                            9       0 100.00%         9       0 100.00%         4       0 100.00%
exif.c:php_ifd_get_double                          1       0 100.00%         5       0 100.00%         0       0   0.00%
exif.c:php_ifd_get64u                              4       1  75.00%        22       8  63.64%         2       1  50.00%
exif.c:exif_rewrite_tag_format_to_unsigned        14       0 100.00%         9       0 100.00%        10       0 100.00%
exif.c:php_strnlen                                11       0 100.00%         9       0 100.00%        10       1  90.00%
exif.c:exif_process_user_comment                  54       4  92.59%        70       9  87.14%        40       9  77.50%
exif.c:exif_process_string_raw                     5       0 100.00%         9       0 100.00%         2       0 100.00%
exif.c:exif_process_string                         5       0 100.00%         7       0 100.00%         2       0 100.00%
exif.c:exif_process_undefined                      5       1  80.00%         7       1  85.71%         2       1  50.00%
exif.c:exif_process_unicode                        6       1  83.33%        15       2  86.67%         4       1  75.00%
exif.c:exif_convert_any_format                    28       0 100.00%        31       0 100.00%        26       0 100.00%
exif.c:exif_process_IFD_in_MAKERNOTE              60       3  95.00%        70       5  92.86%        46       5  89.13%
exif.c:exif_get_tagname_key                        5       0 100.00%         8       0 100.00%         2       0 100.00%
exif.c:exif_offset_info_try_get                   13       0 100.00%        13       0 100.00%         2       0 100.00%
exif.c:exif_thumbnail_extract                     22      22   0.00%        24      24   0.00%        12      12   0.00%
exif.c:exif_thumbnail_build                       38      38   0.00%        67      67   0.00%        28      28   0.00%
exif.c:php_ifd_set16u                              4       4   0.00%         9       9   0.00%         2       2   0.00%
exif.c:php_ifd_set32u                              4       4   0.00%        13      13   0.00%         2       2   0.00%
exif.c:exif_ifd_make_value                        57      57   0.00%        70      70   0.00%        40      40   0.00%
exif.c:exif_process_APP12                         11       0 100.00%        10       0 100.00%         4       0 100.00%
exif.c:exif_process_SOFn                           1       0 100.00%         6       0 100.00%         0       0   0.00%
exif.c:php_jpg_get16                               1       0 100.00%         3       0 100.00%         0       0   0.00%
exif.c:exif_process_IFD_in_TIFF                    9       0 100.00%        13       0 100.00%         4       0 100.00%
exif.c:exif_process_IFD_in_TIFF_impl             183      29  84.15%       177      31  82.49%       124      21  83.06%
exif.c:exif_file_sections_realloc                  7       3  57.14%        11       3  72.73%         2       1  50.00%
exif.c:php_ifd_get16s                              1       0 100.00%         3       0 100.00%         0       0   0.00%
exif.c:php_ifd_get32u                              4       0 100.00%        14       0 100.00%         2       0 100.00%
exif.c:exif_read_from_file                        10      10   0.00%        13      13   0.00%         2       2   0.00%
exif.c:exif_get_sectionlist                       15       0 100.00%        19       0 100.00%         8       0 100.00%
exif.c:exif_discard_imageinfo                     59       2  96.61%        28       0 100.00%        38       9  76.32%
exif.c:exif_iif_free                              46       0 100.00%        37       0 100.00%        40       2  95.00%
exif.c:exif_file_sections_free                    12       0 100.00%        11       0 100.00%         8       1  87.50%
exif.c:exif_iif_add_str                            7       0 100.00%        12       0 100.00%         2       0 100.00%
exif.c:exif_alloc_image_info_data                  7       0 100.00%         9       0 100.00%         4       0 100.00%
exif.c:exif_iif_add_int                            4       0 100.00%         9       0 100.00%         0       0   0.00%
exif.c:exif_iif_add_fmt                            5       0 100.00%        11       0 100.00%         2       1  50.00%
exif.c:exif_iif_add_buffer                         7       0 100.00%        14       0 100.00%         2       1  50.00%
exif.c:exif_get_tagname_debug                      4       0 100.00%         7       0 100.00%         2       0 100.00%
exif.c:exif_get_tag_table                         28      15  46.43%        18       8  55.56%        28       8  71.43%
exif.c:exif_iif_add_tag                            1       0 100.00%         3       0 100.00%         0       0   0.00%
exif.c:exif_iif_add_value                         89      11  87.64%       112      17  84.82%        68       7  89.71%
exif.c:exif_scan_thumbnail                        82      78   4.88%        71      63  11.27%        66      65   1.52%
exif.c:add_assoc_image_info                      184      27  85.33%       139      22  84.17%        94      14  85.11%
------------------------------------------------------------------------------------------------------------------------
TOTAL                                           3240    1445  55.40%      2247     580  74.19%      1590     590  62.89%
